"count_of_rule_follows","Group","groupid","rule"
328,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
354,"Pass-along Group 3","Group 3","Pass-along"
353,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
368,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
360,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
322,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
351,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
318,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
357,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
352,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
352,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
315,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
342,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
322,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
351,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
322,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
319,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
342,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
352,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
318,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
321,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
349,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
353,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
315,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
342,"Pass-along Group 3","Group 3","Pass-along"
368,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
318,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
356,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
327,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
347,"Pass-along Group 3","Group 3","Pass-along"
358,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
322,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
340,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
321,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
350,"Pass-along Group 3","Group 3","Pass-along"
339,"Pass-along Group 3","Group 3","Pass-along"
315,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
365,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
328,"Pass-along Group 3","Group 3","Pass-along"
341,"Pass-along Group 3","Group 3","Pass-along"
322,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
324,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
326,"Pass-along Group 3","Group 3","Pass-along"
334,"Pass-along Group 3","Group 3","Pass-along"
346,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
342,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
335,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
343,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
333,"Pass-along Group 3","Group 3","Pass-along"
331,"Pass-along Group 3","Group 3","Pass-along"
325,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
319,"Pass-along Group 3","Group 3","Pass-along"
323,"Pass-along Group 3","Group 3","Pass-along"
348,"Pass-along Group 3","Group 3","Pass-along"
329,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
336,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
352,"Pass-along Group 3","Group 3","Pass-along"
320,"Pass-along Group 3","Group 3","Pass-along"
330,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
332,"Pass-along Group 3","Group 3","Pass-along"
342,"Pass-along Group 3","Group 3","Pass-along"
314,"Pass-along Group 3","Group 3","Pass-along"
338,"Pass-along Group 3","Group 3","Pass-along"
345,"Pass-along Group 3","Group 3","Pass-along"
337,"Pass-along Group 3","Group 3","Pass-along"
318,"Pass-along Group 3","Group 3","Pass-along"
344,"Pass-along Group 3","Group 3","Pass-along"
